mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,std dev,std dev,std dev,std dev,std dev,std dev,std dev,std dev,std dev,std dev,std dev,std dev,skewness,skewness,skewness,skewness,skewness,skewness,skewness,skewness,skewness,skewness,skewness,skewness,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,class-ID
-1.22E-05,6.28E-06,0.00019821,-1.16E-05,2.85E-05,-0.00050335,-0.018487,-0.018493,-0.018691,-0.022003,-0.022032,-0.021529,0.0021871,0.0012191,0.0034678,0.0021582,0.0011631,0.0046683,1.2919,1.2918,1.2916,1.2911,1.2911,1.2901,-0.0089486,-0.060513,0.46585,0.0013136,0.062532,-0.40003,0.010112,0.010105,0.0096566,-0.0042566,-0.0042931,-0.0040733,-0.73544,0.89648,14.141,-0.72395,0.54309,2.4814,-1.5004,-1.5004,-1.5004,-1.4969,-1.4968,-1.4964,2
5.07E-06,2.90E-05,0.0004445,7.96E-06,5.58E-05,0.0010964,-0.034291,-0.03432,-0.034764,-0.033142,-0.033198,-0.034294,0.0021915,0.001196,0.0040904,0.002231,0.001151,0.0066052,1.3726,1.3726,1.3717,1.3771,1.377,1.3763,-0.013766,0.0080802,0.4249,-0.021248,0.059457,2.8532,0.0099889,0.0099558,0.0092809,-0.00039797,-0.00045422,0.0011848,-0.72025,-0.35305,3.6398,-0.69435,0.77383,16.231,-1.5045,-1.5045,-1.5049,-1.5011,-1.5012,-1.5007,2
-7.20E-07,5.25E-05,-0.00047211,-3.90E-06,-1.09E-05,0.00015599,-0.019829,-0.019881,-0.019409,-0.041873,-0.041862,-0.042018,0.0026512,0.001676,0.0081607,0.0025549,0.0015365,0.0054302,1.8344,1.8342,1.8324,1.8421,1.8419,1.8411,-0.035885,0.50844,-0.34666,-0.0038903,-0.23945,0.31243,0.0072124,0.0071332,0.0070787,-0.015789,-0.015731,-0.01568,-0.56329,4.6291,4.2186,-0.70931,1.4531,4.7557,-1.5034,-1.5034,-1.5042,-1.496,-1.496,-1.4959,2
1.46E-05,7.34E-05,0.00011143,1.65E-06,0.00011306,0.00027713,-0.02994,-0.030013,-0.030125,-0.024366,-0.024479,-0.024756,0.0029503,0.0019028,0.0039147,0.0030092,0.0022051,0.0045113,2.2976,2.2974,2.2968,2.2885,2.2882,2.2878,-0.011489,-0.21127,0.59545,-0.013831,1.1109,0.093918,0.01192,0.011902,0.011967,0.0072023,0.0070658,0.0073252,-0.56504,2.509,6.4691,-0.48991,6.2881,3.8935,-1.5005,-1.5005,-1.5007,-1.499,-1.4991,-1.4991,2
-1.10E-05,-1.05E-05,5.07E-05,-2.93E-06,5.22E-06,-0.00019723,-0.023859,-0.023848,-0.023899,-0.021442,-0.021447,-0.021249,0.0022034,0.0012303,0.0033088,0.0021686,0.0011438,0.0035996,1.2949,1.2948,1.2941,1.296,1.2959,1.2952,-0.0059073,0.066127,-0.031797,-0.011181,-0.020999,-0.037316,0.0026049,0.0026596,0.0027073,-0.016011,-0.015946,-0.015418,-0.72983,1.1959,2.3103,-0.7166,0.97542,3.9134,-1.5026,-1.5027,-1.5023,-1.492,-1.4921,-1.4923,2
-1.35E-05,-2.11E-05,0.00030646,5.33E-06,-3.11E-05,0.00015274,-0.018889,-0.018868,-0.019175,-0.033708,-0.033677,-0.03383,0.0026311,0.0014076,0.0035472,0.0026057,0.0015357,0.004795,1.8486,1.8486,1.8477,1.8488,1.8487,1.8477,-0.011908,-0.1678,0.089254,0.00035831,-0.19521,0.44045,0.0044848,0.0045006,0.0046214,-0.015622,-0.015613,-0.015249,-0.63533,2.0449,7.0488,-0.69327,1.8186,1.9728,-1.5035,-1.5034,-1.5035,-1.4902,-1.4903,-1.4901,2
-6.95E-06,2.14E-05,4.59E-05,-1.82E-06,7.55E-06,2.20E-06,-0.024893,-0.024914,-0.02496,-0.025836,-0.025844,-0.025846,0.0011444,0.00056505,0.0010344,0.0011028,0.00054183,0.00096946,1.1845,1.1844,1.1843,1.1857,1.1857,1.1856,0.0084598,0.38209,0.9981,0.005226,0.28567,-1.7365,-0.0038679,-0.0039287,-0.003982,-0.0041187,-0.0041437,-0.0041027,-0.66381,2.5705,16.251,-0.6308,6.5835,17.576,-1.498,-1.4981,-1.4981,-1.4994,-1.4994,-1.4994,2
-2.16E-05,3.35E-05,6.20E-05,6.63E-06,8.12E-05,-0.00096022,-0.036798,-0.036831,-0.036893,-0.030649,-0.03073,-0.02977,0.0022025,0.0014057,0.0031212,0.0022331,0.0012533,0.0090916,1.3741,1.3741,1.3733,1.3744,1.3743,1.3728,0.0090524,0.18964,0.060723,-0.018992,0.24323,-2.0687,-0.008813,-0.008845,-0.0091046,-0.010256,-0.010377,-0.0095735,-0.70026,3.6955,4.0288,-0.69835,0.88432,16.116,-1.4954,-1.4954,-1.4958,-1.5018,-1.5018,-1.5018,2
-1.63E-05,9.10E-05,-0.00053768,1.15E-05,4.42E-05,0.00035683,-0.023544,-0.023635,-0.023098,-0.046391,-0.046435,-0.046792,0.0029293,0.0021872,0.0046643,0.0029707,0.0016811,0.0062319,2.2981,2.2979,2.2972,2.2957,2.2956,2.2945,0.0096954,1.7743,-0.71889,-0.014167,-0.077727,0.54282,0.0012967,0.0011814,0.00083495,-0.0083495,-0.0083404,-0.0085687,-0.5287,12.132,5.5362,-0.50956,1.2609,10.169,-1.5066,-1.5066,-1.5065,-1.4984,-1.4984,-1.4983,2
-1.66E-05,-1.77E-05,-5.75E-05,-1.62E-05,0.00010153,6.72E-05,-0.029676,-0.029658,-0.029601,-0.034736,-0.034838,-0.034905,0.0022622,0.0012837,0.0028909,0.0022488,0.0013661,0.0028707,1.3781,1.3781,1.3777,1.3809,1.3809,1.3803,-0.0021433,-0.020602,-2.2219,-0.0011993,0.7523,0.62747,0.0080172,0.0080635,0.0081009,-0.018794,-0.018834,-0.018905,-0.6973,4.3149,20.023,-0.73344,3.4877,6.297,-1.5032,-1.5032,-1.5028,-1.4923,-1.4922,-1.4924,2
-1.15E-05,-4.12E-05,6.75E-05,4.40E-06,6.39E-05,0.00012677,-0.037174,-0.037133,-0.0372,-0.031962,-0.032025,-0.032152,0.0022033,0.0012185,0.0036305,0.00226,0.0012635,0.0032346,1.3799,1.3798,1.3791,1.3777,1.3777,1.3772,0.0096851,-0.12338,0.44204,-0.015788,0.16188,0.27611,-0.0079292,-0.0078525,-0.0081924,-0.015937,-0.015998,-0.01602,-0.75076,-0.19401,2.6453,-0.71476,1.1208,2.6754,-1.4987,-1.4988,-1.4982,-1.5019,-1.5019,-1.5016,2
-6.32E-06,-1.69E-05,0.00014212,-2.09E-06,5.28E-05,8.81E-05,-0.024826,-0.02481,-0.024952,-0.016346,-0.016399,-0.016487,0.00079018,0.00053262,0.0014866,0.00078277,0.00072244,0.0021056,1.0782,1.0782,1.0782,1.0785,1.0784,1.0784,0.013921,-0.89355,1.8803,0.0055059,4.7944,0.32166,-0.0013889,-0.0013723,-0.0013895,-0.00051174,-0.0006242,-0.00093371,-0.59588,22.422,9.5621,-0.5768,49.741,16.187,-1.4951,-1.4951,-1.4955,-1.4977,-1.4977,-1.4976,2
-1.63E-06,-3.89E-07,-1.08E-06,1.18E-06,1.39E-06,-5.23E-05,-0.025394,-0.025394,-0.025393,-0.03086,-0.030861,-0.030809,0.0011458,0.00065483,0.0014177,0.0010978,0.00048381,0.00089192,1.193,1.193,1.1928,1.1916,1.1916,1.1915,0.0064977,-1.259,0.7315,-0.0081417,0.078331,-0.55047,-0.00070913,-0.00069049,-0.00069399,-0.0032505,-0.003246,-0.0032317,-0.68591,17.403,20.133,-0.64277,1.9404,5.6118,-1.4993,-1.4993,-1.4993,-1.4994,-1.4994,-1.4994,2
-3.09E-06,1.32E-05,-1.34E-05,-4.37E-06,3.06E-06,5.10E-06,-0.024347,-0.024361,-0.024347,-0.0343,-0.034303,-0.034308,0.0011421,0.00052664,0.0010842,0.0011057,0.00050855,0.00097143,1.1869,1.1868,1.1867,1.1862,1.1862,1.1861,0.0027048,0.39756,0.51465,0.0032002,0.069613,0.041026,-0.0033233,-0.0033448,-0.0033587,-0.00042103,-0.0004336,-0.00039341,-0.68409,2.1724,14.064,-0.63526,1.4431,7.8963,-1.4988,-1.4988,-1.4988,-1.4992,-1.4992,-1.4992,2
9.69E-06,6.36E-05,0.00013373,-6.71E-06,3.73E-05,-2.40E-05,-0.018751,-0.018814,-0.018948,-0.043379,-0.043417,-0.043393,0.0026188,0.0019876,0.0038854,0.0025427,0.0013992,0.0037442,1.8375,1.8373,1.8365,1.8451,1.845,1.8446,-0.013636,1.6578,1.3286,-0.0018358,0.18918,0.16254,0.0064539,0.0064198,0.0064228,-0.017845,-0.017858,-0.017451,-0.60579,16.413,12.746,-0.69864,1.7467,3.9234,-1.5022,-1.5022,-1.5024,-1.4931,-1.493,-1.4926,2
-2.00E-05,-2.91E-05,-0.00029476,1.87E-06,2.29E-06,0.00028075,-0.018309,-0.01828,-0.017985,-0.037734,-0.037737,-0.038017,0.0026248,0.0015597,0.0034457,0.0026358,0.0018291,0.0045732,1.8458,1.8456,1.8451,1.8513,1.8513,1.8505,-0.041019,-0.44747,-0.64145,-0.0077433,-0.16324,1.1597,0.0043034,0.0043163,0.0043343,-0.013079,-0.013031,-0.01335,-0.56181,2.386,10.288,-0.64617,6.3223,8.1774,-1.5076,-1.5077,-1.5076,-1.4978,-1.4978,-1.4977,2
-2.45E-06,4.20E-05,-0.0002939,-2.93E-06,-4.26E-05,-9.34E-05,-0.034229,-0.034271,-0.033977,-0.0341,-0.034057,-0.033964,0.0021619,0.0013714,0.0035625,0.0022215,0.0012727,0.002398,1.3761,1.376,1.3755,1.3772,1.3771,1.3765,-0.008032,0.0080344,-1.4639,-0.0030465,-0.19304,-0.62787,0.013185,0.013119,0.013143,-0.0061789,-0.0060513,-0.0056953,-0.6576,1.4635,8.0232,-0.70117,1.5932,2.7382,-1.4945,-1.4945,-1.4945,-1.5066,-1.5067,-1.5067,2
-8.03E-06,4.87E-05,-0.0003279,-8.60E-06,-2.06E-05,0.000201,-0.020829,-0.020878,-0.02055,-0.022344,-0.022323,-0.022524,0.0021774,0.0011311,0.0040224,0.00217,0.0011083,0.0027223,1.2902,1.2902,1.2894,1.2929,1.2929,1.2925,-0.0047338,0.10758,-0.083382,-0.011334,-0.091084,0.32037,0.0059123,0.0058309,0.0059283,0.0017046,0.001708,0.0016518,-0.72861,-0.17535,2.0495,-0.68951,0.30354,4.3203,-1.5035,-1.5036,-1.5036,-1.4992,-1.4992,-1.4988,2
1.72E-06,7.19E-05,0.00032697,5.02E-06,3.88E-05,0.00044558,-0.01999,-0.020062,-0.020389,-0.041866,-0.041905,-0.04235,0.0025945,0.001513,0.0047357,0.0025837,0.0015049,0.0039681,1.842,1.8418,1.8413,1.8471,1.847,1.846,0.0044057,0.43641,-0.079631,-0.01214,0.31922,0.96792,-0.00086145,-0.00092247,-0.00052945,-0.0099691,-0.0099667,-0.010324,-0.65754,1.7324,6.7016,-0.63114,1.875,4.2332,-1.507,-1.5071,-1.5072,-1.4988,-1.4989,-1.4988,2
-4.19E-06,1.19E-08,2.04E-05,6.17E-07,2.38E-06,1.17E-05,-0.02431,-0.02431,-0.02433,-0.0346,-0.034603,-0.034614,0.0011115,0.00055039,0.00070395,0.0011292,0.00046285,0.0010241,1.1816,1.1816,1.1816,1.1824,1.1823,1.1822,0.0011985,0.043815,0.22275,-0.0058956,-0.018554,-0.66099,-0.00082352,-0.00081581,-0.00085308,-0.0012734,-0.0012685,-0.0012663,-0.67576,0.60482,6.8404,-0.72403,0.66356,10.135,-1.499,-1.499,-1.499,-1.4975,-1.4975,-1.4975,2
1.56E-06,6.57E-06,0.00011205,-1.41E-06,2.74E-05,2.50E-05,-0.028448,-0.028455,-0.028567,-0.039814,-0.039842,-0.039867,0.0014816,0.0010586,0.0025983,0.0014148,0.0012141,0.0017443,2.1282,2.1281,2.128,2.1226,2.1226,2.1223,-0.0041661,0.302,0.54399,0.0019902,0.48195,-0.25021,-0.0021209,-0.0021407,-0.0022325,-0.0012753,-0.0012981,-0.0012672,-0.88095,15.364,5.5387,-0.84283,38.969,4.2927,-1.4978,-1.4978,-1.4976,-1.5002,-1.5002,-1.5,2
-1.97E-05,5.87E-05,-0.00027132,-2.01E-07,-3.41E-05,0.00028964,-0.020811,-0.02087,-0.020599,-0.026424,-0.02639,-0.02668,0.0022115,0.001321,0.0031108,0.0021702,0.0011868,0.0037918,1.2962,1.296,1.2953,1.3003,1.3002,1.2995,0.0064527,-0.089877,-0.50358,-0.011112,-0.63634,1.3908,0.005923,0.0058766,0.0057639,-0.017742,-0.017612,-0.01736,-0.74592,1.4806,3.0544,-0.70595,2.1043,9.4809,-1.5016,-1.5018,-1.5014,-1.4938,-1.4939,-1.4933,2
-9.21E-06,3.68E-06,3.84E-05,-8.97E-07,8.58E-06,-7.69E-05,-0.019244,-0.019248,-0.019286,-0.034162,-0.034171,-0.034094,0.001113,0.00068298,0.0016789,0.0011289,0.00046453,0.0012094,1.1741,1.1741,1.174,1.1752,1.1752,1.175,0.0085915,-0.45662,0.62594,-0.0089069,0.059313,-1.2207,-0.0010919,-0.0011147,-0.0012397,-0.0013245,-0.0013294,-0.0013105,-0.66472,13.716,21.48,-0.71274,0.18421,12.169,-1.4968,-1.4968,-1.4969,-1.4963,-1.4963,-1.4962,2
-1.79E-05,4.93E-05,-2.36E-05,8.93E-06,4.69E-05,0.0008484,-0.039264,-0.039313,-0.03929,-0.032711,-0.032758,-0.033606,0.0022679,0.0011745,0.0028038,0.0022197,0.0012222,0.0046475,1.3801,1.38,1.3795,1.3811,1.3811,1.38,-0.0070335,0.27068,-0.22507,-0.011297,0.16191,1.1267,-0.0077143,-0.0078151,-0.0078697,-0.0011085,-0.001173,-0.0019201,-0.66308,0.46409,3.7672,-0.69318,2.296,5.7658,-1.5005,-1.5006,-1.5005,-1.4971,-1.4971,-1.497,2
-6.93E-06,5.44E-05,0.00035613,-2.85E-06,3.36E-05,3.88E-05,-0.020432,-0.020486,-0.020842,-0.020906,-0.02094,-0.020979,0.0021645,0.0013652,0.0042516,0.0021534,0.0012086,0.0029045,1.2912,1.2912,1.2903,1.291,1.291,1.2904,-0.020451,0.62629,0.5496,-0.00051028,-0.1551,0.11495,0.00935,0.0092432,0.0093838,-0.0043857,-0.0043981,-0.0042167,-0.72388,4.9122,2.9499,-0.71076,1.2537,3.2938,-1.4967,-1.4966,-1.4961,-1.5033,-1.5033,-1.5033,2
-5.30E-07,7.72E-06,-2.93E-05,-1.86E-06,1.34E-05,4.45E-05,-0.026291,-0.026299,-0.026269,-0.03201,-0.032024,-0.032068,0.0010946,0.00052651,0.0012742,0.0011424,0.00059771,0.0010055,1.1803,1.1802,1.1801,1.1817,1.1817,1.1816,-0.0028303,0.14028,-1.2439,-0.0046158,-0.17152,0.79982,-0.002277,-0.002292,-0.0022285,-0.0033144,-0.0033328,-0.0034166,-0.66973,1.4366,10.062,-0.72157,11.003,8.3345,-1.5025,-1.5026,-1.5026,-1.4969,-1.497,-1.497,2
-6.47E-06,-1.09E-05,0.00022918,-5.88E-06,3.52E-05,8.10E-05,-0.0074871,-0.0074762,-0.0077054,-0.036112,-0.036147,-0.036228,0.0029398,0.0019857,0.0044211,0.0028928,0.0017442,0.0052392,2.3025,2.3023,2.3019,2.3049,2.3048,2.3039,-0.011106,-0.2227,0.58284,0.0090917,0.066432,-0.052911,0.0089008,0.0089384,0.0086974,-0.014831,-0.014824,-0.014666,-0.51607,4.6554,4.9248,-0.51938,0.15103,9.0826,-1.5033,-1.5033,-1.503,-1.4904,-1.4905,-1.4902,2
3.32E-06,2.13E-05,-0.00022458,-7.15E-07,-2.47E-05,8.81E-05,-0.022374,-0.022395,-0.02217,-0.025319,-0.025294,-0.025382,0.0022069,0.0012872,0.0044877,0.0021859,0.0012474,0.0028334,1.2955,1.2954,1.2949,1.2994,1.2992,1.2987,-0.015142,-0.19075,-1.1183,-0.008813,-0.53099,0.60629,0.0020553,0.002025,0.0022724,-0.018128,-0.018079,-0.018253,-0.73676,3.3111,14.582,-0.76125,2.6675,5.3485,-1.502,-1.5021,-1.5021,-1.4909,-1.491,-1.491,2
-1.50E-05,2.97E-05,8.53E-05,-1.58E-05,3.58E-05,0.0001971,-0.018475,-0.018505,-0.01859,-0.021335,-0.02137,-0.021567,0.002166,0.0012306,0.0025285,0.0021534,0.0012871,0.0031807,1.2938,1.2938,1.2933,1.292,1.292,1.2914,-0.0029122,0.12795,-0.13252,0.0011213,0.29678,-0.26142,0.010761,0.010701,0.010473,-0.0076611,-0.0077036,-0.0077382,-0.72344,1.5058,1.6658,-0.72599,3.0917,8.3782,-1.4997,-1.4997,-1.4997,-1.5009,-1.5009,-1.5007,2
-7.80E-06,4.06E-05,-0.00021135,-8.68E-06,3.22E-06,7.15E-05,-0.019669,-0.01971,-0.019499,-0.023068,-0.023071,-0.023143,0.0021686,0.0011888,0.0025809,0.0021711,0.0011689,0.0039471,1.2923,1.2922,1.2918,1.2921,1.292,1.2913,0.0011599,0.14858,-1.1033,-0.0019651,-0.037224,0.12566,0.0066399,0.0065831,0.0070052,-0.012933,-0.012916,-0.012266,-0.71661,1.2355,8.3374,-0.74474,0.71751,5.3597,-1.5023,-1.5023,-1.5024,-1.4938,-1.494,-1.4938,2
-7.27E-06,3.22E-05,-7.68E-05,-2.16E-06,5.23E-05,7.44E-05,-0.023265,-0.023298,-0.023221,-0.021777,-0.021829,-0.021903,0.0012315,0.00082587,0.0042623,0.001265,0.0010718,0.0021409,1.67,1.6699,1.6694,1.669,1.6691,1.6689,0.009286,1.0025,-0.013644,0.0075471,2.3433,-0.046255,-0.0029992,-0.0030284,-0.0029633,-0.00097982,-0.0010623,-0.0012941,-0.74909,10.697,23.176,-0.7831,46.387,12.064,-1.4993,-1.4993,-1.4993,-1.4982,-1.4982,-1.4982,2
-9.96E-06,3.98E-05,-0.00011166,4.67E-06,2.97E-05,0.00013875,-0.030551,-0.03059,-0.030479,-0.043629,-0.043659,-0.043798,0.0014652,0.0013538,0.0028585,0.0014297,0.00097706,0.0019422,2.1228,2.1228,2.1227,2.1224,2.1224,2.1222,0.0042553,1.2564,-1.6411,-0.0045915,-0.26616,0.98765,-0.0045782,-0.0046276,-0.0044416,-0.0011921,-0.0012181,-0.0012677,-0.84949,45.531,16.659,-0.83376,10.831,10.406,-1.4984,-1.4983,-1.4982,-1.4995,-1.4995,-1.4995,2
-5.12E-06,-3.12E-05,3.30E-05,-1.18E-05,-8.82E-05,0.00028002,-0.031758,-0.031727,-0.03176,-0.036922,-0.036834,-0.037114,0.002221,0.0012746,0.0036222,0.0022508,0.0014864,0.0037246,1.3801,1.38,1.379,1.3824,1.3822,1.3815,-0.003539,-0.3724,-0.22165,-0.015481,-2.0416,0.24443,0.0081328,0.0082481,0.0084148,-0.015654,-0.015436,-0.015459,-0.71789,0.70021,1.9964,-0.74676,14.156,3.0551,-1.5023,-1.5024,-1.5034,-1.4917,-1.4919,-1.4921,2
-4.38E-06,-5.04E-06,1.08E-05,-3.61E-06,5.62E-07,1.50E-05,-0.031442,-0.031437,-0.031448,-0.0391,-0.039101,-0.039116,0.00080348,0.0002602,0.00055146,0.00079128,0.00026055,0.00047528,1.3939,1.3939,1.3939,1.3937,1.3937,1.3937,0.0057708,-0.29215,0.58771,0.0077041,0.5307,0.36546,-0.0039862,-0.0039826,-0.0039853,-0.00023766,-0.00024319,-0.00024632,-0.52464,4.4035,9.0375,-0.56402,4.8052,5.1066,-1.4986,-1.4986,-1.4986,-1.4978,-1.4978,-1.4978,2
9.87E-06,5.02E-05,0.00021435,1.07E-05,-2.36E-05,0.00026342,-0.019633,-0.019683,-0.019897,-0.025881,-0.025858,-0.026121,0.0026038,0.0015599,0.0047774,0.0026053,0.0016159,0.0046586,1.8512,1.8512,1.8503,1.8486,1.8484,1.8473,-0.041778,0.23446,0.24839,-0.0050597,-0.11596,1.0269,0.0069809,0.006923,0.0070322,0.0028722,0.0029206,0.0025591,-0.64855,3.3982,3.5809,-0.62446,2.2183,8.7012,-1.4979,-1.4979,-1.4978,-1.5014,-1.5014,-1.5013,2
-2.37E-06,3.68E-05,0.00027598,-7.80E-06,8.86E-05,-0.00010629,-0.033659,-0.033696,-0.033972,-0.03502,-0.035109,-0.035002,0.002217,0.0013266,0.003766,0.0022815,0.0011994,0.0027705,1.3822,1.3822,1.3814,1.3908,1.3907,1.3903,0.0035756,0.022548,0.25188,-0.010484,0.39976,-0.22165,0.0097857,0.0097599,0.0098228,-0.020738,-0.020858,-0.020882,-0.7168,0.95271,2.7352,-0.73773,1.4636,2.9824,-1.5041,-1.5042,-1.504,-1.4978,-1.4979,-1.4975,2
-2.49E-06,1.21E-06,-1.39E-05,-4.96E-06,5.29E-07,-5.92E-06,-0.019756,-0.019757,-0.019744,-0.02294,-0.02294,-0.022934,0.00079098,0.00021225,0.0004901,0.00078378,0.00023071,0.0004902,1.083,1.083,1.083,1.0824,1.0824,1.0824,0.0098461,0.0060186,0.042315,0.0072166,-0.28242,-0.060967,-0.0027195,-0.0027079,-0.0026826,0.0015664,0.0015667,0.00157,-0.5779,1.3993,3.8763,-0.58952,5.1882,2.9971,-1.4972,-1.4972,-1.4972,-1.5005,-1.5005,-1.5005,2
-6.20E-06,-2.13E-06,-2.84E-05,-2.38E-06,-1.27E-06,-3.26E-06,-0.018286,-0.018283,-0.018255,-0.02673,-0.026729,-0.026726,0.00078823,0.00023464,0.000619,0.00077997,0.00023358,0.00069135,1.0827,1.0827,1.0827,1.0851,1.0851,1.0851,0.014955,-0.24164,-1.2213,-0.00195,-0.10233,-0.28728,-0.0020332,-0.0020293,-0.0019962,0.00079662,0.00078958,0.00079928,-0.57074,5.2189,12.207,-0.53989,3.0251,6.7227,-1.4972,-1.4971,-1.4972,-1.4986,-1.4986,-1.4986,2
-1.21E-06,5.43E-06,-5.45E-05,-5.17E-06,2.05E-06,0.00025031,-0.024361,-0.024367,-0.024312,-0.024545,-0.024547,-0.024798,0.00082135,0.0003576,0.0017478,0.00081209,0.00045052,0.0025875,1.8368,1.8367,1.8367,1.8326,1.8326,1.832,-0.0053575,0.0017583,-0.52916,0.013875,0.1778,4.8484,-0.0045347,-0.0045342,-0.0044795,-0.0011452,-0.0011487,-0.0015986,-0.45436,6.7839,8.2037,-0.43918,12.733,33.319,-1.4984,-1.4984,-1.4984,-1.4972,-1.4972,-1.4975,2
1.13E-05,-2.48E-05,3.31E-05,-2.88E-06,-3.50E-05,0.00012708,-0.025058,-0.025034,-0.025067,-0.013818,-0.013783,-0.01391,0.0029418,0.0018832,0.0046515,0.0029309,0.0019165,0.0040865,2.2826,2.2824,2.2813,2.2773,2.2773,2.2769,-0.019096,-0.1485,-0.13023,-0.0030491,0.18715,0.28914,0.0098597,0.0098968,0.0094821,0.0074233,0.0074351,0.0074033,-0.55716,2.1114,2.4191,-0.48026,6.914,4.2953,-1.5016,-1.5017,-1.5016,-1.4995,-1.4994,-1.4992,2
-7.73E-06,-6.47E-06,6.41E-05,-1.21E-05,-2.73E-05,1.69E-06,-0.023279,-0.023272,-0.023337,-0.031067,-0.031039,-0.031041,0.0011233,0.0005553,0.00081374,0.0011248,0.00063872,0.00075921,1.1847,1.1846,1.1845,1.1871,1.1871,1.187,0.012853,-0.20665,0.93594,0.014717,-4.4815,1.0295,0.00037133,0.00038131,0.00032552,-0.0064917,-0.0064314,-0.0064853,-0.69356,3.355,5.6754,-0.68448,53.224,6.4617,-1.4984,-1.4984,-1.4984,-1.4988,-1.4987,-1.4987,2
-9.30E-06,6.08E-05,-0.00029257,-1.78E-07,1.23E-05,-0.00010123,-0.02161,-0.021671,-0.021378,-0.022725,-0.022737,-0.022636,0.0021525,0.0011727,0.0048862,0.0021595,0.0012268,0.0026988,1.2887,1.2887,1.2875,1.2902,1.2901,1.2898,-0.012127,0.49806,-0.57781,-0.020091,0.052973,-0.86451,0.0094615,0.0093463,0.0091056,0.0036822,0.0037259,0.0043454,-0.71769,1.8465,4.2787,-0.69776,1.2485,4.6317,-1.5021,-1.5021,-1.5019,-1.5031,-1.5031,-1.5026,2
5.29E-06,6.22E-05,-0.00022324,0.00027189,4.10E-05,0.00011559,-0.023756,-0.023819,-0.023595,-0.03458,-0.034621,-0.034737,0.0022575,0.0011878,0.0043772,0.0039641,0.0012335,0.0028675,1.3784,1.3784,1.3776,1.3803,1.3803,1.3797,-0.014378,0.20851,-2.2451,6.9554,0.16445,-0.4961,0.010498,0.010447,0.010203,-0.016181,-0.016074,-0.016027,-0.68332,0.2192,16.196,75.919,1.0118,6.4856,-1.5041,-1.5041,-1.5037,-1.4925,-1.4925,-1.4924,2
-4.46E-06,-0.00023996,-0.00024904,-4.27E-06,6.06E-05,7.70E-05,-0.02265,-0.02241,-0.022161,-0.021105,-0.021166,-0.021243,0.0007879,0.0024186,0.0021451,0.00077833,0.0007559,0.0020954,1.0803,1.0807,1.0809,1.0803,1.0803,1.0801,0.0095322,-9.7903,-2.8886,0.0084806,3.2342,1.3774,0.0011476,0.0018523,0.002604,-0.0027738,-0.0028628,-0.0031146,-0.62215,103.18,17.001,-0.63092,29.57,11.202,-1.4967,-1.496,-1.4954,-1.497,-1.497,-1.4971,2
7.45E-06,4.55E-05,-0.00034938,4.10E-06,3.66E-05,0.00036074,-0.034238,-0.034284,-0.033934,-0.029059,-0.029095,-0.029456,0.0026339,0.0013613,0.0060651,0.0025562,0.0014501,0.0074081,1.8401,1.8401,1.8392,1.8463,1.8463,1.8455,-0.019617,0.12457,-0.21552,-0.011706,0.44358,0.61943,-0.0079916,-0.0080441,-0.0075102,0.0016654,0.0016422,0.0012714,-0.62353,1.3915,5.1949,-0.61037,3.5624,10.413,-1.5073,-1.5072,-1.5068,-1.4975,-1.4975,-1.4977,2
-5.10E-06,1.54E-05,5.95E-06,5.08E-06,1.29E-05,-0.00016142,-0.031662,-0.031678,-0.031684,-0.038075,-0.038088,-0.037927,0.0022148,0.0012438,0.0035573,0.0022819,0.0011169,0.0027706,1.3752,1.3751,1.3745,1.3832,1.3832,1.3827,-0.0011193,0.053493,-0.52548,-0.010506,0.056967,-0.086221,0.0059852,0.0059917,0.0059058,-0.015634,-0.015652,-0.01546,-0.73056,2.225,12.584,-0.70345,-0.17927,3.7148,-1.5067,-1.5067,-1.5066,-1.4957,-1.4958,-1.4961,2
-1.63E-05,-1.52E-06,3.80E-06,9.67E-06,5.29E-05,4.14E-06,-0.038815,-0.038813,-0.038817,-0.034863,-0.034916,-0.03492,0.0021868,0.0012182,0.0034014,0.0022418,0.0014263,0.0029891,1.3791,1.3791,1.3784,1.3775,1.3775,1.3773,0.0059996,-0.019687,-0.0055973,-0.024654,0.30261,-0.56391,-0.013619,-0.013598,-0.013149,-0.016502,-0.016541,-0.016387,-0.70903,-0.58123,3.1407,-0.69735,5.1362,4.1708,-1.4982,-1.4982,-1.4983,-1.5025,-1.5024,-1.5018,2
-5.91E-06,8.98E-06,1.76E-05,-2.55E-06,7.58E-07,1.45E-05,-0.022726,-0.022735,-0.022753,-0.019344,-0.019345,-0.019359,0.00078812,0.00039683,0.0014031,0.00077959,0.00036355,0.0020531,1.0762,1.0762,1.0761,1.0777,1.0777,1.0778,0.013377,1.0893,-0.52078,0.0039338,0.1493,-0.18322,0.0008942,0.00085236,0.00081416,0.0015067,0.0014548,0.0015478,-0.63281,8.9808,7.1701,-0.57711,5.3605,21.512,-1.4971,-1.4971,-1.4972,-1.4974,-1.4974,-1.4973,2
